"latitud_grados","longitud_grados","altura_mts","estacion_codigo","muestra_UTC","temperatura_centigrados","humedad_porcentaje","puntoRocio_centigrados","velocidadViento_km_hora","direccionViento_grados","presion_hPa","precipitacion24horas_mm","precipitacion6horas_mm","precipitacion1hora_mm","precipitacion10minutos_mm"
-34.4207,-59.4492,0,"EMARMA2_SAG",20181121002006,NaN,NaN,NaN,5.4,42,1005.77,NaN,NaN,NaN,0.000
-34.4207,-59.4492,0,"EMARMA2_SAG",20181121003006,NaN,NaN,NaN,5.76,46,1005.77,NaN,NaN,NaN,0.000
-34.4207,-59.4492,0,"EMARMA2_SAG",20181121004006,NaN,NaN,NaN,8.28,38,1005.79,NaN,NaN,NaN,0.000
-34.4207,-59.4492,0,"EMARMA2_SAG",20181121005006,NaN,NaN,NaN,9.0,36,1005.75,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121000006,21.71,72,NaN,8.28,48,1010.82,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121001006,21.97,71,NaN,8.28,66,1010.81,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121002006,21.54,73,NaN,5.76,74,1010.86,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121003006,21.88,71,NaN,5.76,61,1010.96,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121004006,22.00,70,NaN,11.16,60,1011.08,NaN,NaN,NaN,0.000
-34.0849,-59.0236,0,"EMARMA2_ZAR",20181121005006,22.47,67,NaN,16.56,45,1011.14,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121000006,22.26,79,NaN,6.84,75,1006.09,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121001006,21.99,79,NaN,5.4,67,1006.27,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121002006,21.81,79,NaN,5.76,74,1006.23,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121003006,21.77,80,NaN,4.68,66,1006.25,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121004006,21.75,80,NaN,5.4,63,1006.30,NaN,NaN,NaN,0.000
-27.3239,-58.9524,54,"EMARMA4_CBN",20181121005006,21.70,79,NaN,4.32,73,1006.48,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121000007,21.96,90,NaN,2.16,67,990.25,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121001006,22.72,87,NaN,2.52,23,990.32,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121002006,22.34,89,NaN,1.44,148,990.47,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121003006,22.08,88,NaN,3.96,66,990.52,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121004006,22.03,91,NaN,2.52,77,990.55,NaN,NaN,NaN,0.000
-26.3934,-54.576,200,"EMARMA5_ELD",20181121005006,22.29,89,NaN,3.24,37,990.57,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121000006,22.90,82,NaN,0.36,145,989.64,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121001006,22.93,83,NaN,1.44,122,989.69,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121002006,22.99,81,NaN,0.36,87,989.78,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121003006,23.15,83,NaN,1.8,228,989.84,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121004006,23.15,81,NaN,4.32,220,990.03,NaN,NaN,NaN,0.000
-25.874,-54.5513,203,"EMARMA5_URU",20181121005006,23.10,83,NaN,0.36,220,989.96,NaN,NaN,NaN,0.000
-38.1565,-67.1517,292,"EMARMA7_CDP",20181121004006,26.48,30,NaN,14.4,268,971.70,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121000006,27.07,14,NaN,9.36,277,976.99,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121001006,26.17,16,NaN,5.76,296,977.31,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121002006,25.58,NaN,NaN,1.08,78,977.55,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121003006,24.47,21,NaN,2.52,199,977.87,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121004006,23.46,23,NaN,3.6,187,978.08,NaN,NaN,NaN,0.000
-39.0378,-67.529,230,"EMARMA7_GRC",20181121005006,24.22,21,NaN,3.96,241,978.21,NaN,NaN,NaN,0.000
-38.6564,-68.4549,416,"EMARMA7_MMN",20181121000007,25.83,20,NaN,20.88,225,958.05,NaN,NaN,NaN,0.000
-38.6564,-68.4549,416,"EMARMA7_MMN",20181121001007,25.44,20,NaN,26.64,224,958.28,NaN,NaN,NaN,0.000
-38.6564,-68.4549,416,"EMARMA7_MMN",20181121002006,25.33,18,NaN,32.76,221,958.36,NaN,NaN,NaN,0.000
-38.6564,-68.4549,416,"EMARMA7_MMN",20181121003006,25.03,20,NaN,18.0,224,958.82,NaN,NaN,NaN,0.000
-38.6564,-68.4549,416,"EMARMA7_MMN",20181121004006,25.05,19,NaN,26.64,214,958.92,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121000006,23.61,22,NaN,24.48,266,941.10,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121001006,23.33,24,NaN,28.44,234,941.15,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121002006,22.75,26,NaN,24.48,250,941.20,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121003007,22.21,29,NaN,24.12,263,941.30,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121004007,21.79,30,NaN,28.08,246,941.37,NaN,NaN,NaN,0.000
-38.9383,-69.1815,577,"EMARMA7_PHL",20181121005007,21.56,31,NaN,21.6,255,941.53,NaN,NaN,NaN,0.000
-34.08,-59.206,28.0,"INT230",20181121000000,25.4,53,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.08,-59.206,28.0,"INT230",20181121001000,25.4,52,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.08,-59.206,28.0,"INT230",20181121002000,25.5,50,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.08,-59.206,28.0,"INT230",20181121003000,24.3,60,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.08,-59.206,28.0,"INT230",20181121004000,23.5,62,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.08,-59.206,28.0,"INT230",20181121005000,23.2,65,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121001000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121002000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121003000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121004000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.765,-59.627,29.0,"INT231",20181121005000,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121000000,23.3,83,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121001000,22.7,87,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121002000,22.7,89,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121003000,22.3,88,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121004000,21.5,90,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.358,-60.225,37.0,"INT232",20181121005000,21.0,91,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121000000,24.3,59,NaN,1.3,0,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121001000,23.8,64,NaN,0.8,0,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121002000,23.1,65,NaN,0.2,0,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121003000,22.4,70,NaN,0.8,0,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121004000,22.1,72,NaN,0.2,0,NaN,0.0,NaN,NaN,NaN
-36.542,-63.991,165.0,"INT233",20181121005000,21.4,75,NaN,0.0,0,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121000000,22.5,60,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121001000,22.4,62,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121002000,22.1,63,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121003000,21.8,64,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121004000,21.9,64,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-33.912,-60.838,80.0,"INT236",20181121005000,21.6,66,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121000000,22.1,69,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121001000,22.1,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121002000,22.0,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121003000,21.9,73,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121004000,22.0,73,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.05,-60.136,36.0,"INT237",20181121005000,22.1,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121000000,23.0,58,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121001000,22.8,58,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121002000,22.4,59,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121003000,22.4,59,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121004000,22.2,58,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-34.1,-61.14,103.0,"INT238",20181121005000,22.0,59,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121000000,22.9,83,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121001000,23.0,83,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121002000,22.8,84,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121003000,22.7,83,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121004000,22.4,85,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.337,-59.008,72.0,"INT241",20181121005000,22.2,86,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121000000,20.4,97,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121001000,20.2,99,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121002000,20.0,99,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121003000,19.8,100,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121004000,19.7,100,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-37.444,-61.925,237.0,"INT244",20181121005000,20.4,99,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121000000,19.2,78,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121001000,19.7,75,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121002000,20.0,73,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121003000,19.9,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121004000,19.0,76,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-38.118,-62.238,280.0,"INT245",20181121005000,18.6,76,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121000000,20.9,79,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121001000,21.2,82,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121002000,21.3,81,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121003000,21.3,82,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121004000,21.5,83,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.929,-58.773,65.0,"INT248",20181121005000,21.4,84,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121000000,21.7,67,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121001000,21.8,67,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121002000,21.6,68,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121003000,21.3,69,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121004000,20.8,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-30.357,-58.315,77.0,"INT249",20181121005000,20.6,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121000000,25.9,0,NaN,10.1,90,993.4,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121001000,25.8,0,NaN,10.3,90,993.4,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121002000,25.7,0,NaN,9.8,90,993.3,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121003000,25.4,0,NaN,9.2,45,993.7,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121004000,25.1,0,NaN,9.3,45,993.8,0.0,NaN,NaN,NaN
-28.893,-62.275,98.0,"INT251",20181121005000,24.9,0,NaN,9.8,90,993.6,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121000000,29.2,44,NaN,0.1,0,NaN,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121001000,29.2,44,NaN,0.4,0,NaN,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121002000,29.2,44,NaN,0.6,0,NaN,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121003000,29.1,44,NaN,0.6,0,NaN,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121004000,28.9,45,NaN,0.5,0,NaN,0.0,NaN,NaN,NaN
-27.434,-63.356,145.0,"INT252",20181121005000,28.5,46,NaN,0.4,0,NaN,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121000000,21.7,63,NaN,0.6,0,1002.8,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121001000,21.6,64,NaN,0.7,0,1002.9,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121002000,21.4,67,NaN,0.7,0,1002.8,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121003000,21.3,68,NaN,0.6,0,1003.1,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121004000,21.1,68,NaN,0.6,0,1003.2,0.0,NaN,NaN,NaN
-34.79,-58.45,23.0,"INT267",20181121005000,21.0,68,NaN,0.5,0,1003.2,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121000000,27.3,16,NaN,3.7,270,NaN,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121001000,26.7,16,NaN,3.4,270,NaN,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121002000,26.1,16,NaN,2.2,270,NaN,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121003000,26.8,15,NaN,4.6,270,NaN,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121004000,27.0,16,NaN,6.8,270,NaN,0.0,NaN,NaN,NaN
-39.026,-67.737,242.0,"INT268",20181121005000,26.9,16,NaN,5.7,270,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121000000,12.4,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121001000,12.3,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121002000,12.2,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121003000,12.2,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121004000,12.2,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.124,-71.251,796.0,"INT269",20181121005000,12.2,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121000000,21.7,66,NaN,0.0,0,1007.7,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121001000,21.3,69,NaN,0.0,0,1007.8,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121002000,20.7,72,NaN,0.0,0,1007.8,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121003000,20.7,72,NaN,0.0,0,1008.0,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121004000,20.4,74,NaN,0.0,0,1008.0,0.0,NaN,NaN,NaN
-32.488,-58.348,17.0,"INT272",20181121005000,20.1,75,NaN,0.0,0,1008.1,0.0,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121000000,25.6,24,NaN,11.8,360,NaN,NaN,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121001000,25.1,26,NaN,11.9,360,NaN,NaN,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121002000,24.7,28,NaN,11.3,45,NaN,NaN,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121003000,24.4,28,NaN,11.6,360,NaN,NaN,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121004000,24.4,28,NaN,12.6,45,NaN,NaN,NaN,NaN,NaN
-33.827,-63.023,132.0,"INT275",20181121005000,24.6,26,NaN,13.8,45,NaN,NaN,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121000000,15.4,69,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121001000,14.9,75,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121002000,13.9,85,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121003000,13.7,86,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121004000,12.9,95,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-41.96,-71.52,340.0,"INT281",20181121005000,12.7,98,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121000000,21.5,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121001000,21.8,69,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121002000,21.7,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121003000,21.4,71,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121004000,21.2,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.871,-59.685,83.0,"INT288",20181121005000,21.3,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121000000,21.1,68,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121001000,20.7,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121002000,20.3,72,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121003000,20.0,74,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121004000,20.1,76,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.95,-61.83,2.0,"INT291",20181121005000,19.9,78,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121000000,23.9,61,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121001000,23.7,64,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121002000,23.3,65,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121003000,23.4,66,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121004000,23.1,68,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-31.2,-61.5,9977.0,"INT292",20181121005000,22.7,70,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121000000,22.7,58,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121001000,22.6,59,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121002000,22.4,60,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121003000,22.2,62,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121004000,21.6,64,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.872,-61.956,2.0,"INT293",20181121005000,21.1,67,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121000000,22.9,81,NaN,5.6,90,1002.1,NaN,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121001000,22.9,82,NaN,5.9,90,1001.9,NaN,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121002000,22.8,83,NaN,4.5,90,1002.1,NaN,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121003000,22.6,84,NaN,3.5,90,1001.9,NaN,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121004000,22.7,83,NaN,4.3,90,1002.1,NaN,NaN,NaN,NaN
-29.88,-60.235,70.0,"INT296",20181121005000,22.2,84,NaN,4.4,90,1002.2,NaN,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121000000,24.0,64,NaN,6.3,45,NaN,0.0,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121001000,23.8,64,NaN,6.8,45,NaN,0.0,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121002000,23.4,68,NaN,6.3,45,NaN,0.0,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121003000,23.0,71,NaN,6.1,45,NaN,0.0,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121004000,22.7,74,NaN,7.2,45,NaN,0.0,NaN,NaN,NaN
-32.492,-61.567,100.0,"INT297",20181121005000,22.4,77,NaN,5.8,45,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121000000,24.8,74,NaN,16.3,360,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121001000,24.6,76,NaN,17.3,360,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121002000,24.3,77,NaN,17.7,360,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121003000,24.2,78,NaN,18.4,360,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121004000,24.2,76,NaN,20.1,360,NaN,0.0,NaN,NaN,NaN
-33.963,-61.632,121.0,"INT299",20181121005000,23.9,78,NaN,21.9,360,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121000000,17.7,77,NaN,0.1,0,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121001000,18.3,65,NaN,0.1,0,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121002000,21.8,51,NaN,0.1,0,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121003000,22.5,47,NaN,0.0,0,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121004000,21.4,54,NaN,0.0,0,NaN,0.0,NaN,NaN,NaN
-39.02,-64.08,79.0,"INT300",20181121005000,20.4,56,NaN,0.0,0,NaN,0.0,NaN,NaN,NaN
-51.1,-70.5,541.0,"INT303",20181121000000,9.2,55,NaN,17.9,270,NaN,0.0,NaN,NaN,NaN
-51.1,-70.5,541.0,"INT303",20181121001000,8.7,57,NaN,15.3,270,NaN,0.0,NaN,NaN,NaN
-51.1,-70.5,541.0,"INT303",20181121002000,8.3,58,NaN,16.8,270,NaN,0.0,NaN,NaN,NaN
