"latitud_grados","longitud_grados","altura_mts","estacion_codigo","muestra_UTC","temperatura_centigrados","humedad_porcentaje","puntoRocio_centigrados","velocidadViento_km_hora","direccionViento_grados","presion_hPa","precipitacion24horas_mm","precipitacion6horas_mm","precipitacion1hora_mm","precipitacion10minutos_mm"
-17.4161,-66.1744,2548.0,"BLV124",20181121000000,22.0,49.3,11.0,22.224,135,749.1,NaN,NaN,NaN,NaN
-17.3472,66.2317,2614.0,"BLV132",20181121000000,21.2,54.0,11.6,13.1492,202.5,744.5,NaN,NaN,0.0,NaN
-16.8378,-64.7925,195.0,"BLV141",20181121000000,24.5,94.4,23.7,0.0,292.5,501.8,NaN,NaN,0.0,NaN
-17.8039,-65.8008,3134.0,"BLV143",20181121000000,13.5,87.6,11.6,7.0376,157.5,NaN,NaN,NaN,0.0,NaN
-17.8039,-65.8008,3134.0,"BLV143",20181121001500,13.3,88.0,11.5,7.0376,157.5,NaN,NaN,NaN,0.0,NaN
-17.8039,-65.8008,3134.0,"BLV143",20181121003000,13.4,88.0,11.6,8.7044,157.5,NaN,NaN,NaN,0.0,NaN
-17.8039,-65.8008,3134.0,"BLV143",20181121004500,13.2,88.9,11.6,9.0748,135,NaN,NaN,NaN,0.0,NaN
-17.9747,-67.08,4057.0,"BLV154",20181121001500,11.0,41.7,-1.4,35.9288,90,624.3,NaN,NaN,0.0,NaN
-17.6364,-67.2003,3798.0,"BLV157",20181121000000,13.0,61.2,5.8,15.3716,112.5,648.4,NaN,NaN,0.0,NaN
-17.5911,-69.4486,4074.0,"BLV16",20181121000000,9.0,31.0,-7.1,0.3704,360,624.1,NaN,NaN,0.0,NaN
-17.5911,-69.4486,4074.0,"BLV16",20181121004500,9.0,30.3,-7.4,0.3704,360,624.6,NaN,NaN,0.0,NaN
-18.3439,-67.6786,3758.0,"BLV162",20181121001500,-39.9,0.1,-89.8,21.6684,90,NaN,NaN,NaN,0.0,NaN
-15.1953,-69.0036,3659.0,"BLV17",20181121000000,11.4,98.0,11.2,3.8892,45,NaN,NaN,NaN,0.0,NaN
-17.7681,-67.0247,3802.0,"BLV179",20181121001500,12.4,48.1,1.8,29.4468,112.5,646.0,NaN,NaN,0.0,NaN
-20.7367,-67.6583,3780.0,"BLV194",20181121000000,16.2,9.7,-15.8,26.6688,270,647.8,NaN,NaN,0.0,NaN
-19.5628,-65.7619,3812.0,"BLV209",20181121000000,13.4,59.0,5.6,1.4816,112.5,646.3,NaN,NaN,0.0,NaN
-21.5417,-62.9972,398.0,"BLV251",20181121000000,26.9,71.0,21.3,8.7044,90,970.7,NaN,NaN,0.0,NaN
-21.5467,-64.7108,1849.0,"BLV275",20181121000000,19.0,77.0,15.0,0.0,0,815.0,NaN,NaN,NaN,NaN
-16.5103,-68.1986,4034.0,"BLV31",20181121000000,11.0,75.8,7.0,18.52,112.5,629.6,NaN,NaN,NaN,NaN
-17.6486,-63.1389,378.0,"BLV318",20181121000000,24.0,82.6,21.0,5.556,157.5,966.4,NaN,NaN,NaN,NaN
-16.4731,-67.4528,1946.0,"BLV40",20181121000000,18.4,86.0,16.1,0.926,270,806.2,NaN,NaN,0.0,NaN
-17.2386,-67.9231,4498.0,"BLV52",20181121001500,12.6,50.6,2.7,25.002,270,644.4,NaN,NaN,0.0,NaN
-19.3022,-64.3022,2102.0,"BLV91",20181121000000,-25.8,7.0,-51.6,0.926,180,794.3,NaN,NaN,0.0,NaN
-20.130393,-64.500085,2712.0,"BLVX005",20181121000000,19.7,59.0,11.6,14.2604,112.5,770.7,NaN,NaN,0.0,NaN
-17.574612,-66.007243,2711.0,"BLVX008",20181121001500,18.8,62.4,11.5,9.0748,135,NaN,NaN,NaN,0.0,NaN
-17.079301,-66.814672,2736.0,"BLVX010",20181121000000,15.6,88.0,13.7,1.4816,270,600.0,NaN,NaN,0.0,NaN
-17.009742,-64.862164,212.0,"BLVX011",20181121000000,23.9,92.5,22.7,0.0,157.5,502.0,NaN,NaN,0.0,NaN
-17.345472,-66.157288,2843.0,"BLVX013",20181121000000,16.7,67.0,NaN,0.3704,22.5,729.9,NaN,NaN,0.0,NaN
-17.393205,-66.044417,2706.0,"BLVX014",20181121000000,17.2,65.9,NaN,1.2964,67.5,736.4,NaN,NaN,0.0,NaN
-18.96874,-67.25528,3787.0,"BLVX022",20181121001500,12.6,46.0,1.4,15.742,45,644.4,NaN,NaN,0.0,NaN
-18.775198,-67.043168,3694.0,"BLVX023",20181121000000,13.6,40.7,0.6,39.4476,112.5,648.5,NaN,NaN,0.0,NaN
-17.96684,-67.111057,3720.0,"BLVX025",20181121001500,14.8,36.3,0.1,9.8156,67.5,648.5,NaN,NaN,0.0,NaN
-20.921179,-66.219461,3655.0,"BLVX026",20181121000000,16.4,7.8,-18.3,25.3724,157.5,NaN,NaN,NaN,0.0,NaN
-20.436948,-63.518416,1049.0,"BLVX031",20181121001500,60.0,100.0,60.2,199.8308,360,NaN,NaN,NaN,0.0,NaN
-16.304979,-62.914317,287.0,"BLVX032",20181121001500,25.4,89.5,23.7,0.0,112.5,NaN,NaN,NaN,0.0,NaN
-15.600372,-63.080725,203.0,"BLVX033",20181121001500,23.8,100.0,23.9,0.0,90,NaN,NaN,NaN,0.0,NaN
-21.07651,-63.532959,665.0,"BLVX034",20181121000000,21.9,96.5,21.4,0.0,225,501.0,NaN,NaN,0.0,NaN
-21.176484,-63.466296,578.0,"BLVX035",20181121000000,22.2,89.0,20.5,0.0,225,951.2,NaN,NaN,0.2,NaN
-21.176484,-63.466296,578.0,"BLVX035",20181121001500,22.2,88.8,20.4,0.0,270,951.3,NaN,NaN,0.0,NaN
-21.176484,-63.466296,578.0,"BLVX035",20181121003000,22.2,88.8,20.5,0.0,270,951.4,NaN,NaN,0.0,NaN
-21.176484,-63.466296,578.0,"BLVX035",20181121004500,22.1,89.0,20.4,0.0,270,951.4,NaN,NaN,0.0,NaN
-21.694082,-65.050593,3726.0,"BLVX036",20181121000000,10.3,79.1,7.0,17.9644,22.5,NaN,NaN,NaN,0.0,NaN
-21.694082,-65.050593,3726.0,"BLVX036",20181121001500,10.2,78.9,6.9,20.1868,22.5,NaN,NaN,NaN,0.0,NaN
-21.694082,-65.050593,3726.0,"BLVX036",20181121003000,10.2,75.3,6.1,17.7792,90,NaN,NaN,NaN,0.0,NaN
-32.1317,-63.8034,0,"BOL30012",20181121002000,24.4,49,13,NaN,NaN,NaN,0,NaN,NaN,NaN
-32.1317,-63.8034,0,"BOL30012",20181121005000,23.8,51,13.2,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.8729,-65.3513,0,"BOL30015",20181121002000,22.1,38,7.2,0,90,NaN,0,NaN,NaN,NaN
-31.8729,-65.3513,0,"BOL30015",20181121005000,21.1,41,7.2,0,90,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121000000,20.9,46,8.7,27.4,270,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121001000,20.7,46,8.7,27,270,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121002000,20.5,47,8.7,24.9,270,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121003000,20.4,47,8.5,26.3,270,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121004000,20.2,47,8.5,25.7,247.5,NaN,0,NaN,NaN,NaN
-31.1636,-64.3479,1731,"BOL30026",20181121005000,20,47,8.5,25.9,270,NaN,0,NaN,NaN,NaN
-31.2106,-64.36,883,"BOL30027",20181121000000,23.4,46,11.1,2.9,45,NaN,0,NaN,NaN,NaN
-31.2106,-64.36,883,"BOL30027",20181121001000,23.2,47,11.2,3.2,360,NaN,0,NaN,NaN,NaN
-31.2106,-64.36,883,"BOL30027",20181121002000,23.1,46,10.9,5,360,NaN,0,NaN,NaN,NaN
-31.2106,-64.36,883,"BOL30027",20181121003000,23.3,45,10.8,6,347.5,NaN,0,NaN,NaN,NaN
-31.2106,-64.36,883,"BOL30027",20181121005000,23.1,45,10.7,5.3,347.5,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121000000,25,44,12.1,5.2,45,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121001000,24.6,45,12.1,5.6,22.5,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121002000,24.4,47,12.2,6.3,22.5,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121003000,24.1,48,12.3,5.8,22.5,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121004000,23.9,49,12.6,4,360,NaN,0,NaN,NaN,NaN
-32.0277,-64.188,0,"BOL30042",20181121005000,23.6,50,12.7,3.2,360,NaN,0,NaN,NaN,NaN
-30.899,-63.2486,134,"BOL30048",20181121002000,27,50,15.7,9.6,22.5,NaN,0,NaN,NaN,NaN
-30.899,-63.2486,134,"BOL30048",20181121005000,26.5,52,15.8,7.8,22.5,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121000000,25.6,46,13,0,180,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121001000,25.3,46,13,0,180,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121002000,25.1,47,12.8,0.1,180,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121003000,24.9,47,12.8,0,180,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121004000,24.8,47,12.7,0,180,NaN,0,NaN,NaN,NaN
-31.3187,-63.6446,274,"BOL30053",20181121005000,24.5,48,12.7,0,180,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121000000,26.3,44,13.1,9.7,360,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121001000,25.9,45,13.1,8.7,360,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121002000,25.7,45,12.9,11.2,360,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121003000,25.5,45,12.8,11.1,360,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121004000,25.3,45,12.5,10.6,360,NaN,0,NaN,NaN,NaN
-32.0366,-63.8668,59,"BOL30054",20181121005000,25.3,46,12.7,10.6,360,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121000000,25.6,43,12.1,9.8,45,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121001000,25.2,45,12.5,8.8,45,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121002000,24.9,47,12.9,9.4,45,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121003000,24.5,50,13.4,8,45,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121004000,24.1,52,13.7,6.2,45,NaN,0,NaN,NaN,NaN
-32.2405,-63.6426,309,"BOL30055",20181121005000,23.8,54,13.9,5.8,45,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121000000,24.6,53,14.5,6.5,22.5,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121001000,24.1,54,14.3,6.3,22.5,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121002000,23.8,54,13.9,7.5,22.5,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121003000,23.6,54,13.8,8.6,22.5,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121004000,23.4,54,13.7,8.1,22.5,NaN,0,NaN,NaN,NaN
-31.802,-62.6315,138,"BOL30056",20181121005000,23.1,55,13.7,7.7,22.5,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121000000,28.2,41,13.7,15.9,135,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121001000,27.8,42,13.9,14,135,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121002000,27.4,43,13.7,13.1,90,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121003000,27.2,43,13.6,13.7,135,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121004000,27,43,13.5,13.4,112.5,NaN,0,NaN,NaN,NaN
-34.0,-63.9163,203,"BOL30058",20181121005000,27,43,13.4,16,112.5,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121000000,28.3,26,7.2,3.7,45,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121001000,28.1,26,6.9,4.9,45,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121002000,27.9,26,6.9,4.3,90,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121003000,27.7,27,6.8,4.7,22.5,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121004000,27.4,27,7,4.6,360,NaN,0,NaN,NaN,NaN
-34.0537,-63.7332,182,"BOL30059",20181121005000,27.2,28,7,5.1,360,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121000000,28.5,32,10.2,1.5,45,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121001000,28.2,32,10,1.4,45,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121002000,27.9,33,10.1,0.6,45,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121003000,27.5,34,10.1,0.5,45,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121004000,27.1,35,10.5,0.3,45,NaN,0,NaN,NaN,NaN
-30.8684,-64.9895,597,"BOL30060",20181121005000,26.8,36,10.3,0.6,45,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121000000,21.7,45,9.3,5.4,360,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121001000,21.5,46,9.3,4.6,360,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121002000,21.3,46,9.2,6.8,22.5,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121003000,21.1,47,9.4,3.5,360,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121004000,20.8,48,9.3,2.8,360,NaN,0,NaN,NaN,NaN
-31.9014,-64.7689,1437,"BOL30061",20181121005000,20.5,49,9.4,2.4,360,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121000000,27.1,50,15.8,9.3,45,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121001000,26.7,51,15.8,9.1,45,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121002000,26.3,52,15.8,8.1,45,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121003000,26.1,53,15.7,9.4,22.5,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121004000,26,53,15.7,10.4,22.5,NaN,0,NaN,NaN,NaN
-34.5194,-63.9683,180,"BOL30062",20181121005000,25.6,54,15.6,6.7,22.5,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121000000,28.5,45,15.3,0,45,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121001000,27.8,47,15.3,0,45,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121002000,27.3,50,15.8,0,45,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121003000,26.9,50,15.7,0.8,45,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121004000,27.1,47,14.8,5.9,45,NaN,0,NaN,NaN,NaN
-34.3427,-64.929,317,"BOL30065",20181121005000,26.8,48,14.9,4,22.5,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121000000,23.1,57,14.1,6.2,90,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121001000,22.9,58,14.2,6.2,90,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121002000,22.6,60,14.4,5.3,90,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121003000,22.4,61,14.5,4.7,90,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121004000,22.2,62,14.5,5.2,90,NaN,0,NaN,NaN,NaN
-32.6533,-63.2458,215,"BOL30066",20181121005000,21.9,63,14.6,5.6,90,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121000000,26.7,43,13,22,22.5,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121001000,26.4,43,12.8,21.8,22.5,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121002000,26.3,43,12.7,23.7,22.5,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121003000,26.1,43,12.6,22.1,22.5,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121004000,26,43,12.4,22.1,22.5,NaN,0,NaN,NaN,NaN
-31.7866,-63.812,338,"BOL30068",20181121005000,25.9,43,12.3,21.5,22.5,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121000000,26,48,14,11.8,360,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121001000,25.6,49,14,10.1,360,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121002000,25.1,50,14,8.4,360,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121003000,24.7,52,14.1,7.4,360,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121004000,24.4,52,14,7.5,360,NaN,0,NaN,NaN,NaN
-32.0278,-63.55,295,"BOL30069",20181121005000,24.3,52,13.9,8.4,360,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121000000,26.6,37,10.6,0,45,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121001000,26.3,38,10.7,1.8,45,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121002000,26.2,37,10.5,2.6,45,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121003000,26,38,10.4,1.8,45,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121004000,25.8,38,10.3,2.9,45,NaN,0,NaN,NaN,NaN
-30.4047,-64.354,711,"BOL30071",20181121005000,25.6,38,10.2,3.2,45,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121000000,29,34,11.3,1,347.5,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121001000,28.6,34,11,1.6,347.5,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121002000,28.2,35,11.1,1.7,347.5,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121003000,27.7,36,11.2,2.7,347.5,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121004000,27.3,37,11.4,2.5,347.5,NaN,0,NaN,NaN,NaN
-31.9253,-65.2188,563,"BOL30072",20181121005000,26.9,38,11.5,2.7,347.5,NaN,0,NaN,NaN,NaN
-34.4391,-64.3424,223,"BOL30073",20181121005000,27,45,14.1,9.8,360,NaN,0,NaN,NaN,NaN
-34.2392,-63.2672,171,"BOL30074",20181121003000,24.9,48,13.1,6.7,22.5,NaN,0,NaN,NaN,NaN
-34.2392,-63.2672,171,"BOL30074",20181121004000,24.9,48,13.1,6.7,22.5,NaN,0,NaN,NaN,NaN
-34.2392,-63.2672,171,"BOL30074",20181121005000,24.9,47,12.9,6.2,22.5,NaN,0,NaN,NaN,NaN
-31.1903,-63.4508,197,"BOL30076",20181121002000,26.3,47,14,12.7,90,NaN,0,NaN,NaN,NaN
-31.1903,-63.4508,197,"BOL30076",20181121005000,25.8,48,14,11.4,90,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121000000,25.7,37,9.9,6.2,45,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121001000,25.4,38,9.9,5,45,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121002000,25.2,38,10,4.6,45,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121003000,24.9,39,10,4,360,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121004000,24.5,41,10.3,5.9,360,NaN,0,NaN,NaN,NaN
-30.9401,-64.1798,664,"BOL30081",20181121005000,23.8,44,10.8,5.1,360,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121000000,24.3,46,11.8,0.8,45,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121001000,23.9,46,11.7,1.5,45,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121002000,23.8,46,11.3,2.4,22.5,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121003000,23.6,46,11.3,1.9,22.5,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121004000,23.5,47,11.4,2.7,360,NaN,0,NaN,NaN,NaN
-30.9598,-64.2831,719,"BOL30083",20181121005000,23.4,47,11.4,3,360,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121000000,NaN,NaN,NaN,20.5,347.5,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121001000,NaN,NaN,NaN,24.2,347.5,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121002000,NaN,NaN,NaN,24.4,347.5,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121003000,NaN,NaN,NaN,22,347.5,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121004000,NaN,NaN,NaN,24.5,347.5,NaN,0,NaN,NaN,NaN
-30.8514,-64.3423,1152,"BOL30084",20181121005000,NaN,NaN,NaN,24,347.5,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121000000,21.4,72,16,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121001000,20.9,74,16.1,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121002000,20.8,72,15.6,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121003000,21.1,71,15.7,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121004000,21.2,73,16.2,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.4845,-59.8462,0,"BOL30088",20181121005000,21,74,16.1,NaN,NaN,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121000000,24,67,17.4,1,90,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121001000,23.9,69,17.7,0.4,90,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121002000,23.6,71,18,0.1,90,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121003000,23.3,72,18,0.1,90,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121004000,23.1,74,18.1,0,90,NaN,0,NaN,NaN,NaN
-26.931,-59.5364,0,"BOL30090",20181121005000,22.8,75,18.2,0,90,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121000000,25,56,15.5,0,292.5,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121001000,24.5,59,16,0,292.5,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121002000,24.1,60,15.9,0.2,292.5,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121003000,23.8,61,15.9,0,292.5,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121004000,23.5,63,16,0,292.5,NaN,0,NaN,NaN,NaN
-27.3314,-60.4233,81,"BOL30091",20181121005000,23.2,63,15.8,0.9,292.5,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121000000,23.7,69,17.8,4.7,45,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121001000,23.3,72,18,3.7,45,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121002000,23,71,17.5,5.1,45,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121003000,22.8,72,17.6,5.2,45,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121004000,22.4,74,17.6,4.6,45,NaN,0,NaN,NaN,NaN
-27.2591,-60.6749,0,"BOL30092",20181121005000,22.1,74,17.4,3.3,45,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121000000,25,66,18.3,6.1,67.5,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121001000,25,66,18.2,5.7,67.5,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121002000,24.9,66,18.2,6,67.5,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121003000,24.7,68,18.3,5.4,67.5,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121004000,24.4,69,18.4,5.5,67.5,NaN,0,NaN,NaN,NaN
-26.8125,-60.8647,110,"BOL30093",20181121005000,24.2,70,18.4,4.9,67.5,NaN,0,NaN,NaN,NaN
-25.1558,-61.8508,0,"BOL30095",20181121000000,26.9,64,19.5,0,90,NaN,0,NaN,NaN,NaN
-25.1558,-61.8508,0,"BOL30095",20181121001000,26.6,64,19.3,0,90,NaN,0,NaN,NaN,NaN
-25.1558,-61.8508,0,"BOL30095",20181121002000,26.3,66,19.4,0,90,NaN,0,NaN,NaN,NaN
-25.1558,-61.8508,0,"BOL30095",20181121003000,25.9,69,19.7,0,90,NaN,0,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121000000,26.4,65,19.4,4.1,22.5,NaN,0.2,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121001000,26.2,66,19.4,4.8,22.5,NaN,0.2,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121002000,26,67,19.5,4,22.5,NaN,0.2,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121003000,25.8,68,19.5,3.3,22.5,NaN,0.2,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121004000,25.5,69,19.5,3.7,22.5,NaN,0.2,NaN,NaN,NaN
-25.5897,-63.3347,0,"BOL30096",20181121005000,25.3,70,19.4,3.6,22.5,NaN,0.2,NaN,NaN,NaN
